TransactionID;Date;StoreID;CustomerID;ProductID;Channel;PaymentMethod;Promotion;Quantity;UnitPrice;DiscountPct;GrossSales;TaxAmount;NetSales;UnitCost;ReturnFlag
2023-000044;09-30-2023;S1019;C00300;P2110;Call Center;Transferencia;Black Friday;2;416.72;0.0;833.44;125.02;708.42;314.95;0
2023-000045;05-21-2023;S1006;C00459;P2100;Call Center;Financiamiento;Sin Promo;3;571.97;0.0;1715.91;223.07;1492.84;422.9;0
2023-000046;07-28-2023;S1006;C00524;P2148;Call Center;Tarjeta;Sin Promo;3;573.59;0.15;1720.77;223.7;1497.07;390.62;1
2023-000047;06-20-2023;S1011;C00690;P2153;Marketplace;Tarjeta;Sin Promo;3;407.91;0.0;1223.73;146.85;1076.88;293.96;0
2023-000048;04-05-2023;S1016;C00475;P2068;Call Center;Financiamiento;Cyber Week;2;246.4;0.0;492.8;59.14;433.66;122.46;0
2023-000049;08-25-2023;S1032;C00181;P2010;Call Center;Transferencia;Cyber Week;1;343.48;0.15;343.48;51.52;291.96;210.17;0
2023-000050;04-09-2023;S1032;C00493;P2063;Call Center;Transferencia;Sin Promo;2;66.89;0.05;133.78;20.07;113.71;34.56;0
2023-000051;06-22-2023;S1005;C00211;P2046;Tienda;Efectivo;Promo 10%;2;362.57;0.0;725.14;94.27;630.87;192.92;0
2023-000052;01-28-2023;S1002;C00499;P2019;Call Center;Efectivo;Sin Promo;3;377.02;0.2;1131.06;147.04;984.02;283.84;0
2023-000053;12-26-2023;S1001;C00677;P2119;Call Center;Tarjeta;2x1;2;610.46;0.2;1220.92;158.72;1062.2;363.73;0
2023-000054;04-23-2023;S1008;C00303;P2013;Tienda;Transferencia;Promo 10%;1;160.16;0.2;160.16;20.82;139.34;98.1;0
2023-000055;03-26-2023;S1031;C00136;P2148;Tienda;Financiamiento;Promo 10%;2;641.07;0.05;1282.14;192.32;1089.82;390.62;0
2023-000056;04-14-2023;S1022;C00365;P2047;Call Center;Tarjeta;Promo 15%;5;365.43;0.2;1827.15;274.07;1553.08;295.44;0
2023-000057;09-03-2023;S1008;C00386;P2127;Call Center;Financiamiento;Sin Promo;4;732.66;0.0;2930.64;380.98;2549.66;361.43;0
2023-000058;11-06-2023;S1012;C00226;P2076;Call Center;Tarjeta;Promo 15%;1;78.02;0.2;78.02;9.36;68.66;50.2;0
2023-000059;01-31-2023;S1022;C00011;P2054;Call Center;Financiamiento;Black Friday;1;440.12;0.05;440.12;66.02;374.1;220.6;0
2023-000060;12-12-2023;S1012;C00526;P2014;Marketplace;Financiamiento;2x1;1;387.17;0.1;387.17;46.46;340.71;296.33;0
2023-000061;10-18-2023;S1007;C00646;P2074;Call Center;Transferencia;Black Friday;1;281.27;0.0;281.27;36.57;244.7;138.92;0
2023-000062;02-05-2023;S1014;C00506;P2068;Web;Tarjeta;Black Friday;1;197.12;0.2;197.12;23.65;173.47;122.46;1
2023-000063;09-08-2023;S1043;C00243;P2131;Call Center;Financiamiento;Black Friday;2;167.39;0.15;334.78;43.52;291.26;119.6;0
2023-000064;09-18-2023;S1028;C00738;P2123;Web;Financiamiento;Promo 15%;1;140.09;0.2;140.09;21.01;119.08;112.82;0
2023-000065;07-26-2023;S1029;C00800;P2015;Call Center;Efectivo;2x1;3;156.39;0.1;469.17;70.38;398.79;122.14;0
2023-000066;09-15-2023;S1041;C00053;P2095;Tienda;Tarjeta;Black Friday;5;729.93;0.0;3649.65;474.45;3175.2;368.2;1
2023-000067;08-14-2023;S1032;C00781;P2080;Call Center;Transferencia;Black Friday;4;301.79;0.0;1207.16;181.07;1026.09;221.89;0
2023-000068;01-09-2023;S1027;C00650;P2144;Web;Financiamiento;2x1;3;272.5;0.0;817.5;122.62;694.88;177.43;0
2023-000069;12-03-2023;S1012;C00100;P2001;Call Center;Financiamiento;Cyber Week;1;95.82;0.0;95.82;11.5;84.32;59.67;0
2023-000070;02-03-2023;S1007;C00136;P2002;Web;Transferencia;2x1;1;290.16;0.0;290.16;37.72;252.44;134.76;0
2023-000071;11-08-2023;S1033;C00422;P2072;Tienda;Efectivo;2x1;3;483.7;0.2;1451.1;217.66;1233.44;420.23;0
2023-000072;08-04-2023;S1030;C00641;P2092;Web;Efectivo;Cyber Week;1;802.49;0.0;802.49;120.37;682.12;416.32;0
2023-000073;07-11-2023;S1031;C00329;P2141;Call Center;Billetera Digital;Sin Promo;1;832.49;0.0;832.49;124.87;707.62;384.64;0
2023-000074;03-02-2023;S1028;C00509;P2076;Marketplace;Tarjeta;Black Friday;3;97.52;0.0;292.56;43.88;248.68;50.2;1
2023-000075;02-08-2023;S1042;C00719;P2157;Tienda;Tarjeta;Promo 15%;1;201.04;0.1;201.04;26.14;174.9;118.28;0
2023-000076;11-01-2023;S1015;C00497;P2084;Marketplace;Transferencia;Black Friday;1;9.26;0.15;9.26;1.11;8.15;8.31;0
2023-000077;01-31-2023;S1027;C00341;P2131;Tienda;Transferencia;Sin Promo;2;177.24;0.1;354.48;53.17;301.31;119.6;0
2023-000078;04-25-2023;S1015;C00648;P2041;Call Center;Billetera Digital;Black Friday;1;46.52;0.0;46.52;5.58;40.94;34.06;0
2023-000079;12-27-2023;S1030;C00258;P2075;Web;Financiamiento;Black Friday;5;522.04;0.1;2610.2;391.53;2218.67;301.87;0
2023-000080;01-28-2023;S1017;C00099;P2017;Call Center;Tarjeta;Cyber Week;2;224.24;0.2;448.48;53.82;394.66;182.13;0
2023-000081;09-25-2023;S1037;C00515;P2018;Marketplace;Transferencia;Sin Promo;4;313.49;0.2;1253.96;163.01;1090.95;224.11;0
2023-000082;11-24-2023;S1009;C00710;P2142;Tienda;Tarjeta;2x1;4;469.2;0.05;1876.8;243.98;1632.82;331.65;0
2023-000083;12-17-2023;S1032;C00705;P2117;Web;Tarjeta;2x1;3;84.2;0.0;252.6;37.89;214.71;41.82;0
2023-000084;01-26-2023;S1029;C00180;P2116;Marketplace;Billetera Digital;Promo 10%;5;743.9;0.0;3719.5;557.92;3161.58;358.01;0
2023-000085;12-14-2023;S1014;C00140;P2006;Call Center;Financiamiento;Cyber Week;1;341.71;0.15;341.71;41.01;300.7;287.52;1
2023-000086;10-29-2023;S1011;C00151;P2113;Marketplace;Tarjeta;Sin Promo;3;297.65;0.0;892.95;107.15;785.8;139.53;0
2023-000087;01-31-2023;S1042;C00032;P2064;Call Center;Tarjeta;2x1;1;91.31;0.0;91.31;11.87;79.44;57.47;0
2023-000088;10-29-2023;S1001;C00007;P2001;Web;Transferencia;Black Friday;2;95.82;0.0;191.64;24.91;166.73;59.67;0
2023-000089;11-21-2023;S1004;C00037;P2132;Tienda;Billetera Digital;Promo 15%;1;273.37;0.15;273.37;35.54;237.83;220.13;0
2023-000090;06-27-2023;S1024;C00071;P2053;Marketplace;Tarjeta;Black Friday;5;934.5;0.0;4672.5;700.88;3971.62;436.17;0
2023-000091;01-20-2023;S1020;C00346;P2102;Call Center;Efectivo;Promo 10%;1;400.7;0.2;400.7;60.1;340.6;270.07;0
2023-000092;11-15-2023;S1026;C00134;P2108;Call Center;Financiamiento;Sin Promo;6;269.21;0.05;1615.26;242.29;1372.97;144.01;0
2023-000093;06-17-2023;S1038;C00350;P2063;Web;Financiamiento;Black Friday;1;59.85;0.15;59.85;7.78;52.07;34.56;0
2023-000094;05-01-2023;S1008;C00167;P2119;Marketplace;Transferencia;Promo 10%;2;763.08;0.0;1526.16;198.4;1327.76;363.73;1
2023-000095;05-23-2023;S1035;C00716;P2150;Tienda;Efectivo;Black Friday;2;234.07;0.0;468.14;70.22;397.92;154.53;1
2023-000096;01-03-2023;S1042;C00424;P2134;Marketplace;Financiamiento;2x1;1;205.33;0.15;205.33;26.69;178.64;153.79;0
2023-000097;05-22-2023;S1043;C00513;P2020;Tienda;Efectivo;Black Friday;2;49.36;0.0;98.72;12.83;85.89;32.33;0
2023-000098;07-05-2023;S1036;C00511;P2063;Web;Efectivo;2x1;3;70.41;0.0;211.23;31.68;179.55;34.56;0
2023-000099;01-08-2023;S1026;C00635;P2042;Call Center;Efectivo;Sin Promo;3;361.25;0.1;1083.75;162.56;921.19;233.31;0
2023-000100;06-13-2023;S1026;C00150;P2040;Web;Efectivo;Promo 15%;3;59.49;0.0;178.47;26.77;151.7;35.66;0
2023-000101;05-09-2023;S1041;C00501;P2045;Marketplace;Financiamiento;Black Friday;1;68.91;0.0;68.91;8.96;59.95;46.07;0
2023-000102;06-16-2023;S1023;C00058;P2141;Call Center;Efectivo;Promo 10%;1;832.49;0.0;832.49;124.87;707.62;384.64;0
2023-000103;01-10-2023;S1024;C00335;P2160;Marketplace;Transferencia;Cyber Week;2;812.22;0.0;1624.44;243.67;1380.77;418.28;0
2023-000104;01-23-2023;S1007;C00033;P2142;Marketplace;Tarjeta;2x1;3;493.89;0.0;1481.67;192.62;1289.05;331.65;1
2023-000105;10-05-2023;S1024;C00333;P2014;Marketplace;Transferencia;Black Friday;2;430.19;0.0;860.38;129.06;731.32;296.33;0
2023-000106;04-03-2023;S1033;C00125;P2138;Call Center;Tarjeta;2x1;1;612.09;0.15;612.09;91.81;520.28;375.47;0
2023-000107;11-19-2023;S1032;C00749;P2103;Call Center;Efectivo;2x1;1;382.41;0.1;382.41;57.36;325.05;274.37;0
2023-000108;09-26-2023;S1008;C00532;P2090;Web;Efectivo;2x1;1;111.49;0.1;111.49;14.49;97.0;72.93;0
2023-000109;04-14-2023;S1029;C00527;P2032;Marketplace;Tarjeta;Sin Promo;5;443.24;0.05;2216.2;332.43;1883.77;330.43;0
2023-000110;07-09-2023;S1036;C00268;P2099;Call Center;Tarjeta;Promo 10%;4;250.38;0.15;1001.52;150.23;851.29;231.19;0
2023-000111;02-18-2023;S1030;C00178;P2148;Call Center;Transferencia;2x1;5;641.07;0.05;3205.35;480.8;2724.55;390.62;1
2023-000112;10-06-2023;S1032;C00260;P2104;Web;Financiamiento;Sin Promo;2;667.12;0.05;1334.24;200.14;1134.1;405.18;0
2023-000113;08-14-2023;S1021;C00121;P2109;Tienda;Billetera Digital;Sin Promo;2;197.87;0.05;395.74;59.36;336.38;141.94;1
2023-000114;06-20-2023;S1026;C00785;P2035;Tienda;Efectivo;Cyber Week;2;815.94;0.1;1631.88;244.78;1387.1;418.3;0
2023-000115;12-02-2023;S1043;C00272;P2054;Call Center;Transferencia;2x1;6;370.62;0.2;2223.72;289.08;1934.64;220.6;1
2023-000116;07-06-2023;S1034;C00779;P2005;Call Center;Transferencia;Promo 15%;3;518.63;0.05;1555.89;233.38;1322.51;390.45;0
2023-000117;02-28-2023;S1002;C00031;P2050;Web;Efectivo;Promo 10%;2;260.25;0.05;520.5;67.67;452.83;192.16;0
2023-000118;10-05-2023;S1008;C00240;P2052;Call Center;Transferencia;Cyber Week;1;94.69;0.0;94.69;12.31;82.38;47.67;0
2023-000119;03-09-2023;S1019;C00795;P2009;Call Center;Tarjeta;Promo 10%;2;444.56;0.15;889.12;133.37;755.75;287.2;0
2023-000120;01-30-2023;S1009;C00159;P2111;Call Center;Tarjeta;Cyber Week;1;248.3;0.15;248.3;32.28;216.02;191.52;0
2023-000121;10-19-2023;S1029;C00327;P2063;Marketplace;Transferencia;Sin Promo;3;70.41;0.0;211.23;31.68;179.55;34.56;0
2023-000122;07-16-2023;S1037;C00556;P2135;Web;Billetera Digital;Promo 10%;3;152.93;0.0;458.79;59.64;399.15;71.27;0
2023-000123;07-15-2023;S1045;C00515;P2113;Call Center;Tarjeta;Promo 15%;5;267.88;0.1;1339.4;174.12;1165.28;139.53;1
2023-000124;04-05-2023;S1001;C00226;P2003;Call Center;Tarjeta;Sin Promo;2;432.41;0.15;864.82;112.43;752.39;261.5;0
2023-000125;08-04-2023;S1007;C00003;P2038;Marketplace;Financiamiento;Black Friday;1;139.95;0.0;139.95;18.19;121.76;104.22;0
2023-000126;11-30-2023;S1011;C00389;P2006;Marketplace;Tarjeta;Cyber Week;3;402.01;0.0;1206.03;144.72;1061.31;287.52;0
2023-000127;07-16-2023;S1037;C00317;P2044;Web;Transferencia;Promo 10%;1;454.08;0.0;454.08;59.03;395.05;214.81;0
2023-000128;09-28-2023;S1020;C00331;P2125;Tienda;Billetera Digital;Black Friday;2;292.95;0.15;585.9;87.88;498.02;235.01;0
2023-000129;07-16-2023;S1021;C00351;P2097;Tienda;Financiamiento;Sin Promo;2;521.13;0.0;1042.26;156.34;885.92;298.37;0
2023-000130;11-02-2023;S1023;C00640;P2115;Call Center;Tarjeta;Promo 10%;4;372.57;0.0;1490.28;223.54;1266.74;201.2;0
2023-000131;09-19-2023;S1006;C00357;P2064;Marketplace;Transferencia;Promo 15%;2;91.31;0.0;182.62;23.74;158.88;57.47;0
2023-000132;09-07-2023;S1028;C00013;P2157;Web;Efectivo;2x1;3;178.7;0.2;536.1;80.42;455.68;118.28;1
2023-000133;12-30-2023;S1032;C00257;P2027;Call Center;Efectivo;Black Friday;6;265.38;0.2;1592.28;238.84;1353.44;230.42;0
2023-000134;02-07-2023;S1039;C00459;P2089;Tienda;Transferencia;Promo 10%;1;662.89;0.1;662.89;86.18;576.71;351.93;0
2023-000135;06-02-2023;S1010;C00016;P2117;Call Center;Billetera Digital;2x1;1;75.78;0.1;75.78;9.09;66.69;41.82;0
2023-000136;07-12-2023;S1032;C00621;P2089;Web;Tarjeta;Black Friday;3;736.54;0.0;2209.62;331.44;1878.18;351.93;0
2023-000137;10-12-2023;S1007;C00705;P2105;Call Center;Transferencia;2x1;1;608.53;0.1;608.53;79.11;529.42;320.12;0
2023-000138;11-03-2023;S1005;C00290;P2150;Web;Tarjeta;Sin Promo;3;198.96;0.15;596.88;77.59;519.29;154.53;0
2023-000139;07-17-2023;S1030;C00687;P2084;Marketplace;Financiamiento;Sin Promo;2;10.35;0.05;20.7;3.1;17.6;8.31;0
2023-000140;01-30-2023;S1036;C00440;P2127;Web;Tarjeta;2x1;2;732.66;0.0;1465.32;219.8;1245.52;361.43;0
2023-000141;02-28-2023;S1007;C00716;P2048;Marketplace;Efectivo;Cyber Week;3;320.16;0.0;960.48;124.86;835.62;183.57;0
2023-000142;03-13-2023;S1040;C00733;P2067;Tienda;Tarjeta;Black Friday;4;524.21;0.1;2096.84;272.59;1824.25;420.88;0
2023-000143;11-09-2023;S1017;C00398;P2145;Tienda;Transferencia;Sin Promo;1;118.01;0.0;118.01;14.16;103.85;77.61;0
2023-000144;06-26-2023;S1015;C00325;P2016;Call Center;Tarjeta;Black Friday;4;172.59;0.0;690.36;82.84;607.52;121.18;0
2023-000145;02-22-2023;S1032;C00259;P2139;Tienda;Tarjeta;Sin Promo;2;20.28;0.0;40.56;6.08;34.48;12.71;0
2023-000146;08-24-2023;S1016;C00477;P2147;Marketplace;Tarjeta;Promo 10%;2;548.18;0.0;1096.36;131.56;964.8;299.7;0
2023-000147;11-23-2023;S1045;C00076;P2040;Tienda;Tarjeta;Promo 10%;1;53.54;0.1;53.54;6.96;46.58;35.66;1
2023-000148;08-18-2023;S1036;C00593;P2079;Tienda;Billetera Digital;Promo 15%;1;199.67;0.2;199.67;29.95;169.72;156.92;0
2023-000149;02-08-2023;S1029;C00629;P2126;Tienda;Efectivo;2x1;1;649.93;0.05;649.93;97.49;552.44;413.19;0
2023-000150;08-27-2023;S1016;C00080;P2102;Web;Tarjeta;Cyber Week;1;475.83;0.05;475.83;57.1;418.73;270.07;1
2023-000151;05-25-2023;S1018;C00783;P2137;Tienda;Financiamiento;Cyber Week;1;364.43;0.15;364.43;43.73;320.7;246.0;0
2023-000152;12-20-2023;S1007;C00273;P2086;Marketplace;Tarjeta;Sin Promo;1;109.2;0.0;109.2;14.2;95.0;70.05;0
2023-000153;12-30-2023;S1039;C00215;P2071;Tienda;Tarjeta;Promo 15%;2;483.57;0.0;967.14;125.73;841.41;243.78;0
2023-000154;05-20-2023;S1006;C00796;P2064;Web;Tarjeta;Promo 15%;5;86.74;0.05;433.7;56.38;377.32;57.47;1
2023-000155;02-08-2023;S1024;C00048;P2134;Web;Tarjeta;Black Friday;1;241.56;0.0;241.56;36.23;205.33;153.79;0
2023-000156;08-15-2023;S1004;C00105;P2052;Web;Transferencia;Sin Promo;1;75.75;0.2;75.75;9.85;65.9;47.67;0
2023-000157;06-08-2023;S1026;C00281;P2085;Marketplace;Billetera Digital;Cyber Week;2;31.02;0.0;62.04;9.31;52.73;20.07;1
2023-000158;08-03-2023;S1023;C00786;P2132;Tienda;Efectivo;2x1;1;321.61;0.0;321.61;48.24;273.37;220.13;0
2023-000159;12-05-2023;S1026;C00549;P2094;Call Center;Transferencia;Promo 10%;5;700.79;0.0;3503.95;525.59;2978.36;392.99;0
2023-000160;11-06-2023;S1002;C00239;P2099;Tienda;Tarjeta;Sin Promo;2;235.66;0.2;471.32;61.27;410.05;231.19;0
2023-000161;06-02-2023;S1010;C00080;P2006;Call Center;Financiamiento;Promo 15%;1;341.71;0.15;341.71;41.01;300.7;287.52;0
2023-000162;02-17-2023;S1034;C00110;P2014;Tienda;Transferencia;2x1;2;430.19;0.0;860.38;129.06;731.32;296.33;0
2023-000163;01-03-2023;S1010;C00276;P2036;Marketplace;Transferencia;Black Friday;1;288.63;0.0;288.63;34.64;253.99;143.03;1
2023-000164;12-12-2023;S1024;C00581;P2010;Marketplace;Efectivo;Sin Promo;1;343.48;0.15;343.48;51.52;291.96;210.17;0
2023-000165;09-15-2023;S1040;C00147;P2098;Tienda;Efectivo;Promo 10%;3;580.57;0.1;1741.71;226.42;1515.29;389.5;0
2023-000166;01-02-2023;S1024;C00072;P2091;Tienda;Billetera Digital;Black Friday;1;541.5;0.0;541.5;81.22;460.28;397.11;0
2023-000167;11-06-2023;S1013;C00090;P2129;Tienda;Financiamiento;Promo 15%;1;504.95;0.0;504.95;60.59;444.36;401.84;0
2023-000168;08-22-2023;S1004;C00688;P2018;Web;Financiamiento;2x1;1;333.08;0.15;333.08;43.3;289.78;224.11;0
2023-000169;11-21-2023;S1001;C00323;P2051;Call Center;Tarjeta;2x1;3;855.46;0.0;2566.38;333.63;2232.75;394.02;1
2023-000170;03-23-2023;S1012;C00172;P2089;Marketplace;Efectivo;Cyber Week;2;662.89;0.1;1325.78;159.09;1166.69;351.93;0
2023-000171;12-12-2023;S1008;C00795;P2125;Call Center;Efectivo;Sin Promo;1;310.19;0.1;310.19;40.32;269.87;235.01;0
2023-000172;01-02-2023;S1044;C00755;P2051;Call Center;Tarjeta;Sin Promo;3;769.91;0.1;2309.73;300.26;2009.47;394.02;0
2023-000173;07-16-2023;S1013;C00206;P2058;Call Center;Transferencia;Sin Promo;1;442.61;0.05;442.61;53.11;389.5;324.41;0
2023-000174;05-30-2023;S1029;C00341;P2117;Call Center;Tarjeta;Cyber Week;3;71.57;0.15;214.71;32.21;182.5;41.82;0
2023-000175;08-13-2023;S1032;C00055;P2038;Marketplace;Transferencia;Black Friday;1;139.95;0.0;139.95;20.99;118.96;104.22;0
2023-000176;07-01-2023;S1035;C00553;P2035;Tienda;Efectivo;Cyber Week;5;906.6;0.0;4533.0;679.95;3853.05;418.3;0
2023-000177;01-10-2023;S1011;C00411;P2119;Marketplace;Financiamiento;Promo 10%;3;763.08;0.0;2289.24;274.71;2014.53;363.73;0
2023-000178;08-06-2023;S1001;C00127;P2092;Web;Billetera Digital;Promo 15%;1;762.37;0.05;762.37;99.11;663.26;416.32;0
2023-000179;07-31-2023;S1036;C00393;P2085;Tienda;Billetera Digital;Black Friday;1;24.82;0.2;24.82;3.72;21.1;20.07;0
2023-000180;05-14-2023;S1042;C00195;P2011;Tienda;Transferencia;Cyber Week;1;353.45;0.1;353.45;45.95;307.5;309.34;0
2023-000181;12-07-2023;S1022;C00273;P2073;Web;Financiamiento;Sin Promo;2;164.56;0.0;329.12;49.37;279.75;131.1;0
2023-000182;06-01-2023;S1024;C00699;P2160;Call Center;Tarjeta;Promo 10%;2;649.78;0.2;1299.56;194.93;1104.63;418.28;0
2023-000183;07-05-2023;S1018;C00759;P2102;Tienda;Efectivo;Promo 15%;1;500.87;0.0;500.87;60.1;440.77;270.07;1
2023-000184;02-17-2023;S1037;C00547;P2092;Tienda;Billetera Digital;Promo 15%;2;802.49;0.0;1604.98;208.65;1396.33;416.32;0
2023-000185;02-05-2023;S1017;C00100;P2081;Tienda;Tarjeta;2x1;1;339.41;0.15;339.41;40.73;298.68;192.91;0
2023-000186;08-18-2023;S1026;C00494;P2026;Marketplace;Billetera Digital;Promo 10%;1;367.94;0.2;367.94;55.19;312.75;230.43;0
2023-000187;02-28-2023;S1029;C00431;P2050;Web;Billetera Digital;Cyber Week;1;273.95;0.0;273.95;41.09;232.86;192.16;0
2023-000188;11-13-2023;S1022;C00660;P2015;Web;Billetera Digital;2x1;4;173.77;0.0;695.08;104.26;590.82;122.14;1
2023-000189;12-05-2023;S1003;C00169;P2135;Web;Tarjeta;2x1;2;152.93;0.0;305.86;39.76;266.1;71.27;0
2023-000190;07-17-2023;S1010;C00386;P2096;Call Center;Financiamiento;Promo 15%;3;508.8;0.2;1526.4;183.17;1343.23;369.96;0
2023-000191;10-12-2023;S1027;C00729;P2102;Tienda;Billetera Digital;Promo 15%;1;500.87;0.0;500.87;75.13;425.74;270.07;0
2023-000192;01-30-2023;S1039;C00673;P2039;Web;Billetera Digital;Black Friday;2;477.0;0.0;954.0;124.02;829.98;251.05;0
2023-000193;03-21-2023;S1023;C00095;P2005;Web;Billetera Digital;2x1;2;545.93;0.0;1091.86;163.78;928.08;390.45;0
